# record,      epoch,      desig, name
90000707,       1916,        69P, Taylor
90000708,       1984,        69P, Taylor
90000709,       1997,        69P, Taylor
90000710,       2005,        69P, Taylor
90000711,       2005,        69P, Taylor
90000712,       2016,        69P, Taylor
90000713,       1970,        70P, Kojima
90000714,       1978,        70P, Kojima
90000715,       1986,        70P, Kojima
90000716,       1994,        70P, Kojima
90000717,       2000,        70P, Kojima
90000718,       2015,        70P, Kojima
90000719,       1973,        71P, Clark
90000720,       1978,        71P, Clark
90000721,       1984,        71P, Clark
90000722,       1989,        71P, Clark
90000723,       1995,        71P, Clark
90000724,       1998,        71P, Clark
90000725,       2005,        71P, Clark
90000726,       2008,        71P, Clark
90000727,       2015,        71P, Clark
90000728,       2019,        71P, Clark
90000729,       1881,        72P, Denning-Fujikawa
90000730,       2010,        72P, Denning-Fujikawa
90000731,       2015,        72P, Denning-Fujikawa
90000732,       1930,        73P, Schwassmann-Wachmann 3
90000733,       1979,        73P, Schwassmann-Wachmann 3
90000734,       1995,        73P, Schwassmann-Wachmann 3
90000735,       1996,        73P, Schwassmann-Wachmann 3
90000736,       2005,        73P, Schwassmann-Wachmann 3
90000737,       2017,        73P, Schwassmann-Wachmann 3
90000738,       2017,        73P, Schwassmann-Wachmann 3
90000816,       1967,        74P, Smirnova-Chernykh
90000817,       1975,        74P, Smirnova-Chernykh
90000818,       1984,        74P, Smirnova-Chernykh
90000819,       1992,        74P, Smirnova-Chernykh
90000820,       2007,        74P, Smirnova-Chernykh
90000821,       2012,        74P, Smirnova-Chernykh
90000822,       1975,        75D, Kohoutek
90000823,       1981,        75D, Kohoutek
90000824,       1987,        75D, Kohoutek
90000825,       1994,        75D, Kohoutek
90000826,       1975,        76P, West-Kohoutek-Ikemura
90000827,       1978,        76P, West-Kohoutek-Ikemura
90000828,       1981,        76P, West-Kohoutek-Ikemura
90000829,       1987,        76P, West-Kohoutek-Ikemura
90000830,       1994,        76P, West-Kohoutek-Ikemura
90000831,       2011,        76P, West-Kohoutek-Ikemura
90000832,       1974,        77P, Longmore
90000833,       1981,        77P, Longmore
90000834,       1988,        77P, Longmore
90000835,       1995,        77P, Longmore
90000836,       2002,        77P, Longmore
90000837,       2013,        77P, Longmore
90000838,       1973,        78P, Gehrels 2
90000839,       1981,        78P, Gehrels 2
90000840,       1989,        78P, Gehrels 2
90000841,       2006,        78P, Gehrels 2
90000842,       2008,        78P, Gehrels 2
90000843,       2014,        78P, Gehrels 2
90000844,       1945,        79P, du Toit-Hartley
90000845,       1987,        79P, du Toit-Hartley
90000846,       2003,        79P, du Toit-Hartley
90000847,       2007,        79P, du Toit-Hartley
90000850,       1846,        80P, Peters-Hartley
90000851,       1982,        80P, Peters-Hartley
90000852,       1990,        80P, Peters-Hartley
90000853,       2017,        80P, Peters-Hartley
90000854,       1978,        81P, Wild 2
90000855,       1984,        81P, Wild 2
90000856,       1990,        81P, Wild 2
90000857,       1998,        81P, Wild 2
90000858,       2006,        81P, Wild 2
90000859,       2011,        81P, Wild 2
90000860,       2019,        81P, Wild 2
90000861,       1977,        82P, Gehrels 3
90000862,       1985,        82P, Gehrels 3
90000863,       1993,        82P, Gehrels 3
90000864,       2002,        82P, Gehrels 3
90000865,       1979,        83D, Russell 1
90000866,       1985,        83D, Russell 1
90000867,       1931,        84P, Giclas
90000868,       1978,        84P, Giclas
90000869,       1985,        84P, Giclas
90000870,       1992,        84P, Giclas
90000871,       1999,        84P, Giclas
90000872,       2011,        84P, Giclas
90000873,       1974,        85D, Boethin
90000874,       1986,        85D, Boethin
90000875,       2007,        85D, Boethin
90000876,       1980,        86P, Wild 3
90000877,       1984,        86P, Wild 3
90000878,       1987,        86P, Wild 3
90000879,       1994,        86P, Wild 3
90000880,       1997,        86P, Wild 3
90000881,       2016,        86P, Wild 3
90000882,       1981,        87P, Bus
90000883,       1987,        87P, Bus
90000884,       1994,        87P, Bus
90000885,       2001,        87P, Bus
90000886,       2003,        87P, Bus
90000887,       2016,        87P, Bus
90000888,       1955,        88P, Howell
90000889,       1987,        88P, Howell
90000890,       1990,        88P, Howell
90000891,       1993,        88P, Howell
90000892,       1997,        88P, Howell
90000893,       2002,        88P, Howell
90000894,       2007,        88P, Howell
90000895,       2016,        88P, Howell
90000896,       2018,        88P, Howell
90000897,       1980,        89P, Russell 2
90000898,       1987,        89P, Russell 2
90000899,       1994,        89P, Russell 2
90000900,       2016,        89P, Russell 2
90000901,       1973,        90P, Gehrels 1
90000902,       1987,        90P, Gehrels 1
90000903,       2000,        90P, Gehrels 1
90000904,       2017,        90P, Gehrels 1
90000905,       1982,        91P, Russell 3
90000906,       1990,        91P, Russell 3
90000907,       1997,        91P, Russell 3
90000908,       2005,        91P, Russell 3
90000909,       2008,        91P, Russell 3
90000910,       1977,        92P, Sanguin
90000911,       1990,        92P, Sanguin
90000912,       2015,        92P, Sanguin
90000913,       1980,        93P, Lovas 1
90000914,       1989,        93P, Lovas 1
90000915,       1998,        93P, Lovas 1
90000916,       2017,        93P, Lovas 1
90000917,       1984,        94P, Russell 4
90000918,       1990,        94P, Russell 4
90000919,       1997,        94P, Russell 4
90000920,       2014,        94P, Russell 4
90000921,       1986,        96P, Machholz 1
90000922,       1991,        96P, Machholz 1
90000923,       1996,        96P, Machholz 1
90000924,       2002,        96P, Machholz 1
90000925,       2007,        96P, Machholz 1
90000926,       2010,        96P, Machholz 1
90000927,       2017,        96P, Machholz 1
90000928,       1906,        97P, Metcalf-Brewington
90000929,       1991,        97P, Metcalf-Brewington
90000930,       1999,        97P, Metcalf-Brewington
90000931,       2017,        97P, Metcalf-Brewington
90000932,       1984,        98P, Takamizawa
90000933,       1991,        98P, Takamizawa
90000934,       1998,        98P, Takamizawa
90000935,       2010,        98P, Takamizawa
90000936,       2011,        98P, Takamizawa
90000937,       1977,        99P, Kowal 1
90000938,       1992,        99P, Kowal 1
90000939,       2014,        99P, Kowal 1
90000940,       2015,       100P, Hartley 1
90000941,       1978,       101P, Chernykh
90000942,       1985,       101P, Chernykh
90000943,       1992,       101P, Chernykh
90000944,       2005,       101P, Chernykh
90000945,       2014,       101P, Chernykh
90000947,       1988,       102P, Shoemaker 1
90000948,       2006,       102P, Shoemaker 1
90000949,       2012,       102P, Shoemaker 1
90000950,       1985,       103P, Hartley 2
90000951,       1991,       103P, Hartley 2
90000952,       1997,       103P, Hartley 2
90000953,       1997,       103P, Hartley 2
90000954,       2009,       103P, Hartley 2
90000955,       2010,       103P, Hartley 2
90000956,       2023,       103P, Hartley 2
90000957,       1972,       104P, Kowal 2
90000958,       1979,       104P, Kowal 2
90000959,       1991,       104P, Kowal 2
90000960,       2004,       104P, Kowal 2
90000961,       2016,       104P, Kowal 2
90000962,       2021,       104P, Kowal 2
90000963,       1986,       105P, Singer Brewster
90000964,       1992,       105P, Singer Brewster
90000965,       1999,       105P, Singer Brewster
90000966,       2012,       105P, Singer Brewster
90000967,       1978,       106P, Schuster
90000968,       1985,       106P, Schuster
90000969,       1992,       106P, Schuster
90000970,       1999,       106P, Schuster
90000971,       2016,       106P, Schuster
90000972,       1985,       108P, Ciffreo
90000973,       1993,       108P, Ciffreo
90000974,       2000,       108P, Ciffreo
90000975,       2013,       108P, Ciffreo
90000976,       2018,       108P, Ciffreo
90000977,        -68,       109P, Swift-Tuttle
90000978,        188,       109P, Swift-Tuttle
90000979,       1737,       109P, Swift-Tuttle
90000980,       1862,       109P, Swift-Tuttle
90000981,       1995,       109P, Swift-Tuttle
90000982,       1987,       110P, Hartley 3
90000983,       1994,       110P, Hartley 3
90000984,       2001,       110P, Hartley 3
90000985,       2006,       110P, Hartley 3
90000986,       2011,       110P, Hartley 3
90000987,       2018,       110P, Hartley 3
90000988,       2013,       111P, Helin-Roman-Crockett
90000989,       1986,       112P, Urata-Niijima
90000990,       1993,       112P, Urata-Niijima
90000991,       2000,       112P, Urata-Niijima
90000992,       2010,       112P, Urata-Niijima
90000993,       2015,       113P, Spitaler
90000994,       1986,       114P, Wiseman-Skiff
90000995,       1993,       114P, Wiseman-Skiff
90000996,       2000,       114P, Wiseman-Skiff
90000997,       2004,       114P, Wiseman-Skiff
90000998,       2018,       114P, Wiseman-Skiff
90000999,       2014,       115P, Maury
90001000,       1990,       116P, Wild 4
90001001,       1996,       116P, Wild 4
90001002,       1996,       116P, Wild 4
90001003,       2000,       116P, Wild 4
90001004,       2003,       116P, Wild 4
90001005,       2007,       116P, Wild 4
90001006,       2016,       116P, Wild 4
90001007,       1987,       117P, Helin-Roman-Alu 1
90001008,       2009,       117P, Helin-Roman-Alu 1
90001009,       2018,       117P, Helin-Roman-Alu 1
90001010,       1990,       118P, Shoemaker-Levy 4
90001011,       1997,       118P, Shoemaker-Levy 4
90001012,       2002,       118P, Shoemaker-Levy 4
90001013,       2007,       118P, Shoemaker-Levy 4
90001014,       2011,       118P, Shoemaker-Levy 4
90001015,       2021,       118P, Shoemaker-Levy 4
90001016,       2015,       119P, Parker-Hartley
90001017,       2007,       120P, Mueller 1
90001018,       2007,       121P, Shoemaker-Holt 2
90001019,       1846,       122P, de Vico
90001020,       1996,       122P, de Vico
90001021,       1988,       123P, West-Hartley
90001022,       1996,       123P, West-Hartley
90001023,       2003,       123P, West-Hartley
90001024,       2007,       123P, West-Hartley
90001025,       2015,       123P, West-Hartley
90001026,       2014,       124P, Mrkos
90001027,       1990,       125P, Spacewatch
90001028,       1996,       125P, Spacewatch
90001029,       2002,       125P, Spacewatch
90001030,       2011,       125P, Spacewatch
90001031,       2004,       126P, IRAS
90001032,       2021,       126P, IRAS
90001033,       2008,       127P, Holt-Olmstead
90001034,       2015,       127P, Holt-Olmstead
90001035,       2002,       128P, Shoemaker-Holt 1
90001036,       2014,       128P, Shoemaker-Holt 1
90001039,       1990,       129P, Shoemaker-Levy 3
90001040,       1998,       129P, Shoemaker-Levy 3
90001041,       2003,       129P, Shoemaker-Levy 3
90001042,       2013,       129P, Shoemaker-Levy 3
90001043,       1991,       130P, McNaught-Hughes
90001044,       1998,       130P, McNaught-Hughes
90001045,       2012,       130P, McNaught-Hughes
90001046,       1990,       131P, Mueller 2
90001047,       1997,       131P, Mueller 2
90001048,       2010,       131P, Mueller 2
90001049,       2002,       132P, Helin-Roman-Alu 2
90001050,       2021,       132P, Helin-Roman-Alu 2
90001051,       2013,       134P, Kowal-Vavrova
90001052,       1997,       135P, Shoemaker-Levy 8
90001053,       2004,       136P, Mueller 3
90001054,       2013,       136P, Mueller 3
90001055,       2015,       137P, Shoemaker-Levy 2
90001056,       1991,       138P, Shoemaker-Levy 7
90001057,       1998,       138P, Shoemaker-Levy 7
90001058,       2005,       138P, Shoemaker-Levy 7
90001059,       2010,       139P, Vaisala-Oterma
90001060,       1999,       140P, Bowell-Skiff
90001061,       2011,       141P, Machholz 2
90001062,       2019,       141P, Machholz 2
90001069,       2003,       142P, Ge-Wang
90001070,       2011,       142P, Ge-Wang
90001071,       2014,       143P, Kowal-Mrkos
90001072,       2009,       144P, Kushida
90001073,       2022,       144P, Kushida
90001074,       2015,       145P, Shoemaker-Levy 5
90001075,       2002,       146P, Shoemaker-LINEAR
90001076,       2013,       146P, Shoemaker-LINEAR
90001077,       1993,       147P, Kushida-Muramatsu
90001078,       2008,       147P, Kushida-Muramatsu
90001079,       1963,       148P, Anderson-LINEAR
90001080,       2001,       148P, Anderson-LINEAR
90001081,       2012,       148P, Anderson-LINEAR
90001082,       2013,       149P, Mueller 4
90001083,       2018,       150P, LONEOS
90001084,       2010,       151P, Helin
90001085,       2014,       152P, Helin-Lawrence
90001086,       1661,       153P, Ikeya-Zhang
90001087,       2002,       153P, Ikeya-Zhang
